datetime,temperature,humidity,window_status
2025-09-28 15:00:45,20.30,67.70,closed
2025-09-28 15:00:49,20.40,67.70,closed
2025-09-28 15:00:49,20.40,67.70,closed
2025-09-28 15:00:53,20.30,67.70,closed
2025-09-28 15:00:53,20.30,67.60,closed
2025-09-28 15:00:57,20.40,67.70,closed
2025-09-28 15:00:57,20.30,67.70,closed
2025-09-28 15:01:01,20.40,67.70,closed
2025-09-28 15:01:01,20.40,67.70,closed
2025-09-28 15:01:05,20.30,67.70,closed
2025-09-28 15:01:05,20.40,67.80,closed
2025-09-28 15:01:09,20.30,67.70,closed
2025-09-28 15:01:09,20.40,67.70,closed
2025-09-28 15:01:13,20.40,67.70,closed
2025-09-28 15:01:13,20.30,67.70,closed
2025-09-28 15:01:17,20.40,67.70,closed
2025-09-28 15:01:17,20.40,67.80,closed
2025-09-28 15:01:21,20.30,67.70,closed
2025-09-28 15:01:21,20.30,67.80,closed
2025-09-28 15:01:25,20.40,67.60,closed
2025-09-28 15:01:25,20.40,67.70,closed
2025-09-28 15:01:29,20.40,67.70,closed
2025-09-28 15:01:29,20.30,67.70,closed
2025-09-28 15:01:33,20.30,67.70,closed
2025-09-28 15:01:33,20.40,67.70,closed
2025-09-28 15:01:37,20.40,67.60,closed
2025-09-28 15:01:37,20.30,67.70,closed
2025-09-28 15:01:41,20.30,67.50,closed
2025-09-28 15:01:41,20.40,67.60,closed
2025-09-28 15:01:45,20.40,67.50,closed
2025-09-28 15:01:45,20.40,67.50,closed
2025-09-28 15:01:47,20.40,67.40,closed
2025-09-28 15:01:51,20.30,67.50,closed
2025-09-28 15:01:51,20.40,67.40,closed
2025-09-28 15:01:55,20.30,67.40,closed
2025-09-28 15:01:55,20.30,67.40,closed
2025-09-28 15:01:59,20.30,67.40,closed
2025-09-28 15:01:59,20.30,67.50,closed
2025-09-28 15:02:03,20.30,67.40,closed
2025-09-28 15:02:03,20.30,67.40,closed
2025-09-28 15:02:07,20.30,67.50,closed
2025-09-28 15:02:07,20.40,67.50,closed
2025-09-28 15:02:11,20.30,67.50,closed
2025-09-28 15:02:11,20.30,67.50,closed
2025-09-28 15:02:15,20.30,67.50,closed
2025-09-28 15:02:15,20.40,67.50,closed
2025-09-28 15:02:19,20.30,67.50,closed
2025-09-28 15:02:19,20.30,67.50,closed
2025-09-28 15:02:23,20.30,67.40,closed
2025-09-28 15:02:23,20.40,67.40,closed
2025-09-28 15:02:27,20.30,67.40,closed
2025-09-28 15:02:27,20.30,67.40,closed
2025-09-28 15:02:31,20.40,67.40,closed
2025-09-28 15:02:31,20.30,67.30,closed
2025-09-28 15:02:35,20.40,67.40,closed
2025-09-28 15:02:35,20.30,67.40,closed
2025-09-28 15:02:39,20.30,67.50,closed
2025-09-28 15:02:39,20.40,67.40,closed
2025-09-28 15:02:43,20.30,67.40,closed
2025-09-28 15:02:43,20.40,67.50,closed
2025-09-28 15:02:47,20.30,67.50,closed
2025-09-28 15:02:47,20.30,67.50,closed
2025-09-28 15:02:51,20.30,67.50,closed
2025-09-28 15:02:51,20.30,67.60,closed
2025-09-28 15:02:55,20.30,67.50,closed
2025-09-28 15:02:55,20.40,67.70,closed
2025-09-28 15:02:59,20.30,67.60,closed
2025-09-28 15:02:59,20.40,67.70,closed
2025-09-28 15:03:03,20.30,67.60,closed
2025-09-28 15:03:03,20.30,67.70,closed
2025-09-28 15:03:07,20.40,67.60,closed
2025-09-28 15:03:07,20.40,67.60,closed
2025-09-28 15:03:11,20.30,67.70,closed
2025-09-28 15:03:11,20.40,67.60,closed
2025-09-28 15:03:15,20.40,67.60,closed
2025-09-28 15:03:15,20.40,67.70,closed
2025-09-28 15:03:20,20.40,67.70,closed
2025-09-28 15:03:20,20.40,67.80,closed
2025-09-28 15:03:24,20.30,67.80,closed
2025-09-28 15:03:24,20.30,67.80,closed
2025-09-28 15:03:26,20.30,67.90,closed
2025-09-28 15:03:30,20.40,68.00,closed
2025-09-28 15:03:30,20.30,68.00,closed
2025-09-28 15:03:34,20.40,68.10,closed
2025-09-28 15:03:34,20.40,68.20,closed
2025-09-28 15:03:38,20.40,68.20,closed
2025-09-28 15:03:38,20.40,68.20,closed
2025-09-28 15:03:42,20.40,68.20,closed
2025-09-28 15:03:42,20.40,68.30,closed
2025-09-28 15:03:46,20.40,68.20,closed
2025-09-28 15:03:46,20.40,68.20,closed
2025-09-28 15:03:50,20.40,68.20,closed
2025-09-28 15:03:50,20.40,68.20,closed
2025-09-28 15:03:54,20.40,68.20,closed
2025-09-28 15:03:54,20.40,68.30,closed
2025-09-28 15:03:58,20.40,68.30,closed
2025-09-28 15:03:58,20.40,68.40,closed
2025-09-28 15:04:02,20.40,68.30,closed
2025-09-28 15:04:02,20.40,68.30,closed
2025-09-28 15:04:06,20.40,68.40,closed
2025-09-28 15:04:06,20.40,68.30,closed
2025-09-28 15:04:10,20.40,68.30,closed
2025-09-28 15:04:10,20.40,68.30,closed
2025-09-28 15:04:14,20.40,68.30,closed
